IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.180.86,2096,2096,true,SIN,Asia Pacific,Singapore,89,6.70
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,7,6.70
8.209.222.31,2086,2086,false,NRT,Asia Pacific,Tokyo,75,6.69
8.222.193.65,443,443,true,SIN,Asia Pacific,Singapore,108,6.69
47.245.56.121,2095,2095,false,NRT,Asia Pacific,Tokyo,74,6.69
8.222.221.109,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.69
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,148,6.68
47.236.11.84,2096,2096,true,SIN,Asia Pacific,Singapore,108,6.68
8.218.174.118,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,6.68
47.236.161.155,8443,8443,true,SIN,Asia Pacific,Singapore,197,6.68
47.236.94.113,80,80,false,SIN,Asia Pacific,Singapore,20,6.68
47.245.59.244,8080,8080,false,NRT,Asia Pacific,Tokyo,87,6.68
8.219.40.255,2086,2086,false,SIN,Asia Pacific,Singapore,28,6.67
8.218.105.223,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,6.67
8.219.74.35,2096,2096,true,SIN,Asia Pacific,Singapore,102,6.67
47.236.171.20,2053,2053,true,SIN,Asia Pacific,Singapore,138,6.67
8.222.227.191,8880,8880,false,SIN,Asia Pacific,Singapore,4,6.67
8.222.168.24,8880,8880,false,SIN,Asia Pacific,Singapore,4,6.67
47.236.161.110,2087,2087,true,SIN,Asia Pacific,Singapore,137,6.67
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,4,6.67
8.222.212.116,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.66
8.219.61.52,443,443,true,SIN,Asia Pacific,Singapore,72,6.66
47.245.59.243,8880,8880,false,NRT,Asia Pacific,Tokyo,78,6.66
8.222.248.188,2082,2082,false,SIN,Asia Pacific,Singapore,26,6.66
8.222.219.34,2083,2083,true,SIN,Asia Pacific,Singapore,155,6.66
47.91.19.249,2086,2086,false,NRT,Asia Pacific,Tokyo,75,6.66
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,6.66
8.219.61.52,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.66
8.219.196.117,2052,2052,false,SIN,Asia Pacific,Singapore,11,6.66
8.222.153.11,80,80,false,NRT,Asia Pacific,Tokyo,75,6.65
47.236.96.141,2082,2082,false,SIN,Asia Pacific,Singapore,14,6.65
47.74.49.62,8443,8443,true,NRT,Asia Pacific,Tokyo,73,6.65
47.236.19.51,8080,8080,false,SIN,Asia Pacific,Singapore,45,6.64
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,44,6.64
47.236.155.170,2083,2083,true,SIN,Asia Pacific,Singapore,113,6.64
8.219.242.208,80,80,false,SIN,Asia Pacific,Singapore,35,6.64
47.245.42.162,8880,8880,false,NRT,Asia Pacific,Tokyo,75,6.64
47.91.18.207,2052,2052,false,NRT,Asia Pacific,Tokyo,72,6.64
8.219.204.120,2083,2083,true,SIN,Asia Pacific,Singapore,140,6.64
47.245.42.210,2082,2082,false,NRT,Asia Pacific,Tokyo,82,6.63
47.245.4.22,8080,8080,false,HKG,Asia Pacific,Hong Kong,149,6.63
47.236.189.173,2095,2095,false,SIN,Asia Pacific,Singapore,56,6.63
47.91.16.198,2086,2086,false,NRT,Asia Pacific,Tokyo,79,6.63
47.236.65.177,80,80,false,SIN,Asia Pacific,Singapore,20,6.62
8.209.200.73,2053,2053,true,NRT,Asia Pacific,Tokyo,134,6.62
47.245.56.50,2086,2086,false,NRT,Asia Pacific,Tokyo,99,6.62
8.219.4.122,2083,2083,true,SIN,Asia Pacific,Singapore,42,6.62
8.222.227.191,2052,2052,false,SIN,Asia Pacific,Singapore,32,6.62
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,6.62
47.236.175.189,2083,2083,true,SIN,Asia Pacific,Singapore,104,6.62
47.236.4.129,2086,2086,false,SIN,Asia Pacific,Singapore,28,6.62
8.219.126.3,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.62
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,4,6.62
47.245.56.29,80,80,false,NRT,Asia Pacific,Tokyo,88,6.61
47.245.59.188,2083,2083,true,NRT,Asia Pacific,Tokyo,229,6.61
8.222.169.182,2095,2095,false,SIN,Asia Pacific,Singapore,3,6.61
47.245.62.84,2082,2082,false,NRT,Asia Pacific,Tokyo,83,6.61
8.222.211.124,8880,8880,false,SIN,Asia Pacific,Singapore,6,6.60
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,6.60
47.245.42.162,2095,2095,false,NRT,Asia Pacific,Tokyo,78,6.60
8.222.229.22,8880,8880,false,SIN,Asia Pacific,Singapore,4,6.59
47.236.92.191,2095,2095,false,SIN,Asia Pacific,Singapore,19,6.59
47.245.54.140,2053,2053,true,NRT,Asia Pacific,Tokyo,141,6.58
8.210.250.120,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,6.58
47.245.55.235,2082,2082,false,NRT,Asia Pacific,Tokyo,85,6.58
8.222.146.222,2096,2096,true,SIN,Asia Pacific,Singapore,79,6.58
47.91.21.127,2087,2087,true,NRT,Asia Pacific,Tokyo,116,6.58
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,114,6.57
47.245.37.98,2096,2096,true,NRT,Asia Pacific,Tokyo,159,6.57
47.236.249.41,2053,2053,true,SIN,Asia Pacific,Singapore,67,6.57
8.222.169.182,8080,8080,false,SIN,Asia Pacific,Singapore,45,6.57
47.236.11.84,2083,2083,true,SIN,Asia Pacific,Singapore,68,6.56
8.219.6.187,2087,2087,true,SIN,Asia Pacific,Singapore,48,6.56
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,60,6.56
8.219.196.24,443,443,true,SIN,Asia Pacific,Singapore,147,6.56
8.219.101.138,8880,8880,false,SIN,Asia Pacific,Singapore,14,6.56
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,115,6.56
47.245.82.208,2053,2053,true,SIN,Asia Pacific,Singapore,103,6.56
8.222.221.197,2083,2083,true,SIN,Asia Pacific,Singapore,133,6.56
47.236.171.112,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.55
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,66,6.55
47.245.54.58,2095,2095,false,NRT,Asia Pacific,Tokyo,92,6.55
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,6.55
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,60,6.55
47.236.23.135,8443,8443,true,SIN,Asia Pacific,Singapore,81,6.55
8.222.164.44,80,80,false,SIN,Asia Pacific,Singapore,6,6.55
8.209.240.229,2053,2053,true,NRT,Asia Pacific,Tokyo,129,6.55
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,6.54
47.245.55.99,2087,2087,true,NRT,Asia Pacific,Tokyo,188,6.54
47.237.30.228,2083,2083,true,SIN,Asia Pacific,Singapore,38,6.54
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,64,6.54
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,153,6.54
8.222.224.163,80,80,false,SIN,Asia Pacific,Singapore,15,6.54
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,47,6.54
8.219.126.3,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.53
47.245.33.158,2095,2095,false,NRT,Asia Pacific,Tokyo,88,6.53
47.236.19.51,2096,2096,true,SIN,Asia Pacific,Singapore,103,6.53
8.219.157.97,8443,8443,true,SIN,Asia Pacific,Singapore,118,6.53
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,6.53
8.219.40.255,2053,2053,true,SIN,Asia Pacific,Singapore,81,6.53
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,94,6.53
8.219.220.122,2096,2096,true,SIN,Asia Pacific,Singapore,187,6.53
47.236.7.13,2096,2096,true,SIN,Asia Pacific,Singapore,71,6.53
47.245.33.163,2095,2095,false,NRT,Asia Pacific,Tokyo,86,6.52
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,6.52
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,6.52
8.219.60.68,8080,8080,false,SIN,Asia Pacific,Singapore,2,6.52
47.245.62.84,2087,2087,true,NRT,Asia Pacific,Tokyo,139,6.51
47.245.41.69,2083,2083,true,NRT,Asia Pacific,Tokyo,177,6.51
8.219.107.199,8880,8880,false,SIN,Asia Pacific,Singapore,26,6.51
8.219.99.8,8443,8443,true,SIN,Asia Pacific,Singapore,74,6.51
8.209.243.137,2053,2053,true,NRT,Asia Pacific,Tokyo,87,6.51
8.210.9.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,6.51
47.245.54.140,2096,2096,true,NRT,Asia Pacific,Tokyo,123,6.51
8.219.152.195,8443,8443,true,SIN,Asia Pacific,Singapore,136,6.51
47.245.54.98,80,80,false,NRT,Asia Pacific,Tokyo,75,6.51
8.222.227.191,2052,2052,false,SIN,Asia Pacific,Singapore,6,6.51
47.242.234.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,6.50
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,22,6.50
8.218.119.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,6.50
8.222.145.110,8880,8880,false,SIN,Asia Pacific,Singapore,39,6.50
8.219.245.187,2095,2095,false,SIN,Asia Pacific,Singapore,10,6.49
47.245.12.179,8880,8880,false,NRT,Asia Pacific,Tokyo,77,6.49
8.219.151.193,2083,2083,true,SIN,Asia Pacific,Singapore,215,6.49
47.245.57.38,2095,2095,false,HKG,Asia Pacific,Hong Kong,153,6.49
47.236.15.73,2086,2086,false,SIN,Asia Pacific,Singapore,28,6.49
47.237.27.69,2096,2096,true,SIN,Asia Pacific,Singapore,55,6.48
8.222.211.16,2083,2083,true,SIN,Asia Pacific,Singapore,111,6.48
8.219.134.63,2095,2095,false,SIN,Asia Pacific,Singapore,13,6.48
8.222.180.242,2087,2087,true,SIN,Asia Pacific,Singapore,119,6.48
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,6.47
47.236.173.200,80,80,false,SIN,Asia Pacific,Singapore,20,6.47
8.222.248.188,2083,2083,true,SIN,Asia Pacific,Singapore,72,6.47
8.222.187.107,2082,2082,false,SIN,Asia Pacific,Singapore,27,6.47
47.245.32.215,8080,8080,false,NRT,Asia Pacific,Tokyo,72,6.47
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,8,6.47
8.219.141.174,2053,2053,true,SIN,Asia Pacific,Singapore,118,6.47
47.245.41.169,8080,8080,false,NRT,Asia Pacific,Tokyo,72,6.46
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,6.46
47.245.26.169,80,80,false,NRT,Asia Pacific,Tokyo,73,6.46
47.91.16.214,2082,2082,false,NRT,Asia Pacific,Tokyo,77,6.46
47.245.11.62,2083,2083,true,NRT,Asia Pacific,Tokyo,200,6.46
47.245.37.29,2053,2053,true,NRT,Asia Pacific,Tokyo,219,6.46
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,6.45
8.222.130.137,2053,2053,true,SIN,Asia Pacific,Singapore,155,6.45
47.91.23.146,8443,8443,true,NRT,Asia Pacific,Tokyo,98,6.45
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,6.44
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,6.44
47.245.52.165,8443,8443,true,NRT,Asia Pacific,Tokyo,184,6.44
47.245.11.108,2053,2053,true,NRT,Asia Pacific,Tokyo,184,6.44
47.74.54.145,2053,2053,true,NRT,Asia Pacific,Tokyo,73,6.44
8.219.106.15,2087,2087,true,SIN,Asia Pacific,Singapore,139,6.43
47.236.201.98,2086,2086,false,SIN,Asia Pacific,Singapore,16,6.43
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,6.43
47.245.115.6,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.43
8.222.168.24,2086,2086,false,SIN,Asia Pacific,Singapore,15,6.43
8.222.169.182,8880,8880,false,SIN,Asia Pacific,Singapore,14,6.43
47.236.150.109,2096,2096,true,SIN,Asia Pacific,Singapore,74,6.43
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,6.43
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,4,6.43
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,46,6.43
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,8,6.43
8.209.200.73,2087,2087,true,NRT,Asia Pacific,Tokyo,131,6.43
8.218.201.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,6.43
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,4,6.43
47.245.59.244,2096,2096,true,NRT,Asia Pacific,Tokyo,157,6.42
47.245.39.49,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,6.42
47.245.41.169,2095,2095,false,NRT,Asia Pacific,Tokyo,73,6.42
8.209.248.161,80,80,false,NRT,Asia Pacific,Tokyo,76,6.42
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,78,6.42
8.219.82.35,8443,8443,true,SIN,Asia Pacific,Singapore,110,6.42
8.219.55.31,2082,2082,false,NRT,Asia Pacific,Tokyo,101,6.42
47.236.184.14,2095,2095,false,SIN,Asia Pacific,Singapore,22,6.42
47.245.59.244,2082,2082,false,NRT,Asia Pacific,Tokyo,83,6.42
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,51,6.41
8.219.12.152,2095,2095,false,SIN,Asia Pacific,Singapore,11,6.41
8.219.72.51,2086,2086,false,SIN,Asia Pacific,Singapore,16,6.41
8.219.53.142,2053,2053,true,SIN,Asia Pacific,Singapore,73,6.41
47.91.24.56,8080,8080,false,NRT,Asia Pacific,Tokyo,73,6.40
47.74.41.136,2053,2053,true,NRT,Asia Pacific,Tokyo,87,6.40
47.251.74.226,443,443,true,LAX,North America,Los Angeles,174,6.40
8.219.63.193,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.40
47.245.56.50,80,80,false,NRT,Asia Pacific,Tokyo,77,6.39
8.219.72.51,2095,2095,false,SIN,Asia Pacific,Singapore,5,6.39
8.209.243.172,2053,2053,true,NRT,Asia Pacific,Tokyo,105,6.39
8.209.245.108,2087,2087,true,NRT,Asia Pacific,Tokyo,93,6.39
47.91.22.115,2095,2095,false,NRT,Asia Pacific,Tokyo,78,6.39
47.236.194.67,2083,2083,true,SIN,Asia Pacific,Singapore,61,6.39
8.219.134.63,2053,2053,true,SIN,Asia Pacific,Singapore,100,6.38
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,6.38
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,6.38
47.245.62.84,80,80,false,NRT,Asia Pacific,Tokyo,100,6.37
47.237.5.164,8443,8443,true,SIN,Asia Pacific,Singapore,82,6.37
8.222.253.235,2083,2083,true,SIN,Asia Pacific,Singapore,123,6.37
8.209.248.161,2096,2096,true,NRT,Asia Pacific,Tokyo,160,6.37
8.222.244.192,8443,8443,true,SIN,Asia Pacific,Singapore,140,6.36
8.218.188.129,80,0,false,HKG,Asia Pacific,Hong Kong,40,6.36
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,38,6.36
47.236.97.254,2052,2052,false,SIN,Asia Pacific,Singapore,5,6.35
8.209.222.232,2087,2087,true,HKG,Asia Pacific,Hong Kong,200,6.35
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,17,6.35
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,47,6.35
47.236.7.206,2083,2083,true,SIN,Asia Pacific,Singapore,84,6.35
47.245.39.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,206,6.35
47.245.118.197,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.35
8.210.250.120,80,80,false,HKG,Asia Pacific,Hong Kong,54,6.35
8.222.236.229,8443,8443,true,SIN,Asia Pacific,Singapore,86,6.35
47.245.29.126,2053,2053,true,NRT,Asia Pacific,Tokyo,217,6.35
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,6.34
8.209.212.5,2083,2083,true,NRT,Asia Pacific,Tokyo,90,6.34
8.218.110.180,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,6.34
8.219.6.187,8880,8880,false,SIN,Asia Pacific,Singapore,7,6.34
47.236.123.218,8880,8880,false,SIN,Asia Pacific,Singapore,9,6.33
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,108,6.33
47.236.21.51,2053,2053,true,SIN,Asia Pacific,Singapore,78,6.33
47.236.161.155,2096,2096,true,SIN,Asia Pacific,Singapore,112,6.33
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,85,6.33
47.245.32.215,8880,8880,false,NRT,Asia Pacific,Tokyo,81,6.33
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,29,6.32
47.236.65.177,8080,8080,false,SIN,Asia Pacific,Singapore,11,6.32
8.210.156.6,80,80,false,HKG,Asia Pacific,Hong Kong,43,6.32
47.236.227.21,8080,8080,false,SIN,Asia Pacific,Singapore,60,6.32
47.245.34.140,2052,2052,false,NRT,Asia Pacific,Tokyo,77,6.32
47.245.110.13,2086,2086,false,SIN,Asia Pacific,Singapore,14,6.32
47.236.23.135,2096,2096,true,SIN,Asia Pacific,Singapore,34,6.32
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,119,6.32
8.218.243.95,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,6.31
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,10,6.31
8.219.86.200,8443,8443,true,SIN,Asia Pacific,Singapore,86,6.31
8.219.82.35,80,80,false,SIN,Asia Pacific,Singapore,6,6.31
8.219.157.97,2086,2086,false,SIN,Asia Pacific,Singapore,14,6.31
8.222.253.235,2087,2087,true,SIN,Asia Pacific,Singapore,113,6.31
8.209.222.31,2052,2052,false,NRT,Asia Pacific,Tokyo,76,6.31
47.245.58.175,2082,2082,false,NRT,Asia Pacific,Tokyo,90,6.30
47.245.110.13,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.30
8.219.250.239,2095,2095,false,SIN,Asia Pacific,Singapore,6,6.30
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,8,6.30
8.222.130.137,8080,8080,false,SIN,Asia Pacific,Singapore,7,6.30
47.236.92.191,2082,2082,false,SIN,Asia Pacific,Singapore,32,6.30
8.219.84.102,8080,8080,false,SIN,Asia Pacific,Singapore,4,6.30
47.245.54.98,8880,8880,false,NRT,Asia Pacific,Tokyo,95,6.30
8.209.243.172,2052,2052,false,NRT,Asia Pacific,Tokyo,73,6.30
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,63,6.29
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,6.29
8.219.139.86,8080,8080,false,SIN,Asia Pacific,Singapore,6,6.29
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,6.29
8.209.240.229,2083,2083,true,NRT,Asia Pacific,Tokyo,97,6.29
47.245.9.99,2096,2096,true,NRT,Asia Pacific,Tokyo,183,6.29
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,19,6.29
47.91.29.108,8443,8443,true,NRT,Asia Pacific,Tokyo,108,6.29
8.218.110.180,80,80,false,HKG,Asia Pacific,Hong Kong,47,6.29
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,6.29
47.245.9.228,2083,2083,true,NRT,Asia Pacific,Tokyo,181,6.29
8.222.211.124,8080,8080,false,SIN,Asia Pacific,Singapore,163,6.29
8.209.255.195,2083,2083,true,HKG,Asia Pacific,Hong Kong,165,6.28
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,6.28
8.219.106.15,2083,2083,true,SIN,Asia Pacific,Singapore,104,6.28
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.28
8.222.145.110,2086,2086,false,SIN,Asia Pacific,Singapore,23,6.28
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,8,6.27
47.236.83.196,2082,2082,false,SIN,Asia Pacific,Singapore,19,6.27
47.236.23.135,80,80,false,SIN,Asia Pacific,Singapore,42,6.27
8.222.253.235,8443,8443,true,SIN,Asia Pacific,Singapore,42,6.27
47.245.40.161,2053,2053,true,NRT,Asia Pacific,Tokyo,163,6.27
8.222.188.56,2096,2096,true,SIN,Asia Pacific,Singapore,82,6.26
8.209.242.25,2095,2095,false,NRT,Asia Pacific,Tokyo,80,6.26
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,33,6.26
8.219.163.195,2082,2082,false,SIN,Asia Pacific,Singapore,12,6.26
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,6.26
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.26
47.245.58.175,2083,2083,true,NRT,Asia Pacific,Tokyo,243,6.26
8.209.255.195,2086,2086,false,HKG,Asia Pacific,Hong Kong,151,6.25
8.222.224.162,2052,2052,false,SIN,Asia Pacific,Singapore,10,6.25
47.245.33.56,80,80,false,NRT,Asia Pacific,Tokyo,72,6.25
47.245.41.84,8443,8443,true,NRT,Asia Pacific,Tokyo,109,6.25
8.222.167.8,8880,8880,false,SIN,Asia Pacific,Singapore,9,6.25
47.245.108.213,8443,8443,true,SIN,Asia Pacific,Singapore,29,6.25
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,6.25
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,44,6.24
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,134,6.24
47.245.4.22,2083,2083,true,HKG,Asia Pacific,Hong Kong,283,6.24
47.245.115.6,2053,2053,true,SIN,Asia Pacific,Singapore,92,6.24
8.219.12.152,8880,8880,false,SIN,Asia Pacific,Singapore,4,6.24
47.245.32.215,2052,2052,false,NRT,Asia Pacific,Tokyo,87,6.24
8.219.6.157,2096,2096,true,SIN,Asia Pacific,Singapore,63,6.23
47.91.17.102,2087,2087,true,NRT,Asia Pacific,Tokyo,133,6.23
47.91.21.107,80,80,false,NRT,Asia Pacific,Tokyo,76,6.23
8.219.51.49,8443,8443,true,SIN,Asia Pacific,Singapore,88,6.23
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,6.23
8.219.84.102,2096,2096,true,SIN,Asia Pacific,Singapore,137,6.23
8.222.240.47,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.23
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,6.23
8.210.250.120,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,6.23
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,23,6.22
8.219.196.117,2083,2083,true,SIN,Asia Pacific,Singapore,122,6.22
47.245.10.77,8880,8880,false,NRT,Asia Pacific,Tokyo,76,6.22
47.245.7.212,80,80,false,NRT,Asia Pacific,Tokyo,76,6.22
47.236.92.191,80,80,false,SIN,Asia Pacific,Singapore,10,6.22
47.245.102.156,8080,8080,false,SIN,Asia Pacific,Singapore,11,6.22
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.22
8.222.244.123,2052,2052,false,SIN,Asia Pacific,Singapore,33,6.22
47.236.187.144,8880,8880,false,SIN,Asia Pacific,Singapore,66,6.22
8.222.221.86,2083,2083,true,SIN,Asia Pacific,Singapore,80,6.22
8.222.224.17,8080,8080,false,SIN,Asia Pacific,Singapore,6,6.21
8.218.2.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,6.21
47.245.54.98,2082,2082,false,NRT,Asia Pacific,Tokyo,92,6.21
8.219.167.113,8880,8880,false,SIN,Asia Pacific,Singapore,19,6.21
47.245.56.207,2086,2086,false,NRT,Asia Pacific,Tokyo,77,6.21
47.245.54.197,2096,2096,true,NRT,Asia Pacific,Tokyo,207,6.21
47.236.163.221,2095,2095,false,SIN,Asia Pacific,Singapore,11,6.21
8.209.222.31,2083,2083,true,NRT,Asia Pacific,Tokyo,83,6.21
47.91.24.130,2096,2096,true,NRT,Asia Pacific,Tokyo,148,6.20
8.219.206.180,2053,2053,true,SIN,Asia Pacific,Singapore,134,6.20
47.245.55.94,2086,2086,false,NRT,Asia Pacific,Tokyo,93,6.20
8.219.61.52,80,80,false,SIN,Asia Pacific,Singapore,3,6.20
8.210.117.18,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,6.20
47.245.39.28,80,80,false,NRT,Asia Pacific,Tokyo,76,6.20
47.245.6.9,2096,2096,true,HKG,Asia Pacific,Hong Kong,222,6.20
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,5,6.20
47.237.30.228,8880,8880,false,SIN,Asia Pacific,Singapore,18,6.19
47.236.4.129,2095,2095,false,SIN,Asia Pacific,Singapore,42,6.19
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,37,6.19
8.218.8.142,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,6.19
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,65,6.19
47.236.227.21,8880,8880,false,SIN,Asia Pacific,Singapore,22,6.19
47.245.32.215,8080,8080,false,NRT,Asia Pacific,Tokyo,70,6.19
8.219.12.152,2096,2096,true,SIN,Asia Pacific,Singapore,55,6.19
8.222.212.172,80,80,false,SIN,Asia Pacific,Singapore,9,6.19
8.209.248.161,8080,8080,false,NRT,Asia Pacific,Tokyo,82,6.19
47.91.31.235,2083,2083,true,NRT,Asia Pacific,Tokyo,143,6.18
47.91.31.235,8080,8080,false,NRT,Asia Pacific,Tokyo,74,6.18
8.222.146.222,2083,2083,true,SIN,Asia Pacific,Singapore,91,6.18
8.218.110.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,6.18
47.245.39.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,287,6.18
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,6.17
47.236.23.135,2095,2095,false,SIN,Asia Pacific,Singapore,18,6.17
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,29,6.17
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,6.17
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,6.17
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,6,6.17
47.91.18.207,2095,2095,false,NRT,Asia Pacific,Tokyo,71,6.17
47.236.201.98,8880,8880,false,SIN,Asia Pacific,Singapore,16,6.17
8.217.145.40,80,80,false,HKG,Asia Pacific,Hong Kong,73,6.17
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,6.17
8.209.245.108,2086,2086,false,NRT,Asia Pacific,Tokyo,75,6.17
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,6.17
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,6.17
47.236.233.166,2087,2087,true,SIN,Asia Pacific,Singapore,125,6.17
8.222.208.83,8880,8880,false,SIN,Asia Pacific,Singapore,13,6.16
47.245.54.58,2087,2087,true,NRT,Asia Pacific,Tokyo,255,6.16
47.236.11.68,2086,2086,false,SIN,Asia Pacific,Singapore,180,6.16
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,6.16
8.222.252.150,2086,2086,false,SIN,Asia Pacific,Singapore,17,6.16
8.222.128.131,8880,8880,false,SIN,Asia Pacific,Singapore,14,6.16
